	domain	domain_len	domain_precison	domain_recall	fold_imp	pos_frac	pos_num	prob
0	Methyltransf_25	13	1.0	0.25	2.25	0.3076923076923077	1	0.95
1	NDK	125	1.0	0.07142857142857142	7.92857142857143	0.112	1	0.8
2	Methyltransf_25	13	1.0	0.5	2.25	0.3076923076923077	2	0.8
3	Aminotran_1_2	157	1.0	0.5714285714285714	21.428571428571427	0.044585987261146494	4	0.8
4	Tubulin	96	1.0	0.2857142857142857	12.714285714285715	0.07291666666666667	2	0.8
5	PDEase_I	128	0.0	0.0	0.0	0.0625	1	0.8
6	Glyco_transf_29	248	1.0	0.09090909090909091	21.545454545454543	0.04435483870967742	1	0.8
7	Abhydrolase_1	94	1.0	1.0	46.0	0.02127659574468085	2	0.8
8	AAA_18	73	1.0	0.125	8.125	0.1095890410958904	1	0.8
9	Methyltransf_12	14	1.0	0.14285714285714285	1.0	0.5	1	0.8
10	Methyltransf_11	10	1.0	0.4	1.0	0.5	2	0.8
11	Glycos_transf_2	76	1.0	0.125	8.5	0.10526315789473684	1	0.7
12	Abhydrolase_6	85	1.0	1.0	27.333333333333336	0.03529411764705882	3	0.7
13	Sulfatase	275	1.0	0.14285714285714285	38.285714285714285	0.025454545454545455	1	0.7
14	HSP70	583	1.0	0.06666666666666667	37.86666666666667	0.025728987993138937	1	0.7
15	NDK	125	1.0	0.14285714285714285	7.92857142857143	0.112	2	0.7
16	Methyltransf_25	13	1.0	0.75	2.25	0.3076923076923077	3	0.7
17	Aminotran_1_2	157	1.0	0.7142857142857143	21.428571428571427	0.044585987261146494	5	0.7
18	Tubulin	96	1.0	0.2857142857142857	12.714285714285715	0.07291666666666667	2	0.7
19	NTP_transf_2	70	1.0	0.16666666666666666	10.666666666666666	0.08571428571428572	1	0.7
20	PDEase_I	128	0.0	0.0	0.0	0.0625	2	0.7
21	Glyco_transf_29	248	1.0	0.18181818181818182	21.545454545454543	0.04435483870967742	2	0.7
22	Abhydrolase_1	94	0.5	1.0	23.0	0.02127659574468085	4	0.7
23	AAA_18	73	1.0	0.25	8.125	0.1095890410958904	2	0.7
24	F420_oxidored	40	1.0	0.09090909090909091	2.6363636363636367	0.275	1	0.7
25	Methyltransf_12	14	1.0	0.2857142857142857	1.0	0.5	2	0.7
26	Methyltransf_11	10	1.0	0.4	1.0	0.5	2	0.7
27	Glycos_transf_2	76	1.0	0.25	8.5	0.10526315789473684	2	0.6
28	Abhydrolase_6	85	1.0	1.0	27.333333333333336	0.03529411764705882	3	0.6
29	Rhodanese	87	0.0	0.0	0.0	0.011494252873563218	1	0.6
30	Sulfatase	275	1.0	0.2857142857142857	38.285714285714285	0.025454545454545455	2	0.6
31	HSP70	583	1.0	0.06666666666666667	37.86666666666667	0.025728987993138937	1	0.6
32	SBP_bac_3	74	1.0	0.2	13.799999999999999	0.06756756756756757	1	0.6
33	NDK	125	1.0	0.14285714285714285	7.92857142857143	0.112	2	0.6
34	ADH_zinc_N	27	1.0	0.2	4.4	0.18518518518518517	1	0.6
35	Methyltransf_25	13	1.0	0.75	2.25	0.3076923076923077	3	0.6
36	Metallophos	153	1.0	0.16666666666666666	24.500000000000004	0.0392156862745098	1	0.6
37	Aminotran_1_2	157	1.0	1.0	21.428571428571427	0.044585987261146494	7	0.6
38	DAGK_cat	121	0.5	0.16666666666666666	9.583333333333334	0.049586776859504134	2	0.6
39	Tubulin	96	1.0	0.2857142857142857	12.714285714285715	0.07291666666666667	2	0.6
40	NTP_transf_2	70	1.0	0.16666666666666666	10.666666666666666	0.08571428571428572	1	0.6
41	PDEase_I	128	0.0	0.0	0.0	0.0625	4	0.6
42	Glyco_transf_29	248	1.0	0.2727272727272727	21.545454545454543	0.04435483870967742	3	0.6
43	Abhydrolase_1	94	0.5	1.0	23.0	0.02127659574468085	4	0.6
44	AAA_18	73	1.0	0.375	8.125	0.1095890410958904	3	0.6
45	F420_oxidored	40	1.0	0.2727272727272727	2.6363636363636367	0.275	3	0.6
46	Methyltransf_12	14	1.0	0.2857142857142857	1.0	0.5	2	0.6
47	Methyltransf_11	10	1.0	0.4	1.0	0.5	2	0.6
48	UCH_1	287	0.0	0.0	0.0	0.010452961672473868	2	0.5
49	Glycos_transf_2	76	1.0	0.25	8.5	0.10526315789473684	2	0.5
50	Abhydrolase_6	85	1.0	1.0	27.333333333333336	0.03529411764705882	3	0.5
51	RNase_T	142	1.0	0.1	13.2	0.07042253521126761	1	0.5
52	Hydrolase	125	0.0	0.0	0.0	0.032	1	0.5
53	Rhodanese	87	0.0	0.0	0.0	0.011494252873563218	1	0.5
54	Cpn60_TCP1	444	1.0	0.07692307692307693	33.15384615384615	0.02927927927927928	1	0.5
55	Sulfatase	275	0.6666666666666666	0.2857142857142857	25.523809523809522	0.025454545454545455	3	0.5
56	DSPc	109	1.0	0.16666666666666666	17.166666666666668	0.05504587155963303	1	0.5
57	Peptidase_M14	236	1.0	0.07692307692307693	17.153846153846153	0.05508474576271186	1	0.5
58	2OG-FeII_Oxy_3	36	1.0	0.2	6.2	0.1388888888888889	1	0.5
59	HSP70	583	1.0	0.06666666666666667	37.86666666666667	0.025728987993138937	1	0.5
60	SBP_bac_3	74	1.0	0.2	13.799999999999999	0.06756756756756757	1	0.5
61	NDK	125	1.0	0.2857142857142857	7.92857142857143	0.112	4	0.5
62	ADH_zinc_N	27	1.0	0.2	4.4	0.18518518518518517	1	0.5
63	Methyltransf_25	13	1.0	0.75	2.25	0.3076923076923077	3	0.5
64	Metallophos	153	1.0	0.3333333333333333	24.500000000000004	0.0392156862745098	2	0.5
65	Peptidase_C1	121	1.0	0.25	14.125	0.06611570247933884	2	0.5
66	Aminotran_1_2	157	1.0	1.0	21.428571428571427	0.044585987261146494	7	0.5
67	DAGK_cat	121	0.6666666666666666	0.3333333333333333	12.777777777777779	0.049586776859504134	3	0.5
68	Tubulin	96	1.0	0.2857142857142857	12.714285714285715	0.07291666666666667	2	0.5
69	Peptidase_M10	110	1.0	0.1111111111111111	11.222222222222223	0.08181818181818182	1	0.5
70	NTP_transf_2	70	1.0	0.3333333333333333	10.666666666666666	0.08571428571428572	2	0.5
71	PDEase_I	128	0.2	0.125	3.0	0.0625	5	0.5
